r_id,ageyrs,startingocc,startingsector,endingocc,endingsector,abswagech3,sectorchgto_mgmt,gender,Education at start,Education at end,Starting occupational cluster,Alternate starting occupational cluster,path
3327001p,34.0,6230,Construction,6230.0,Construction,0.32272053,0,M,1,1,Construction,,6230
2425,20.166666,6440,Construction,,Not Employed,,0,M,1,1,Construction,,"6440, 4720, 'Student'"
1077173p,26.0,6660,Construction,6660.0,Construction,3.4129963,0,M,3,3,Construction,,6660
432,18.666666,6420,Construction,8810.0,Production,-9.1071472,0,M,1,1,Construction,,"6420, 8650, 8810"
582031p,30.0,6200,Construction,1100.0,IT,0.18846321,0,M,1,1,Construction,,"6200, 'Unemployed', 1100"
1654030p,22.0,6350,Construction,6350.0,Construction,2.5881329,0,M,2,2,Construction,,6350
633184p,29.0,6360,Construction,6360.0,Construction,3.4199848,0,M,1,1,Construction,,6360
525,29.0,6230,Construction,4250.0,Personal Service,-11.628736,0,M,1,1,Construction,,"6230, 6420, 4250"
5406031p,30.0,6350,Construction,3730.0,Protective Services,7.1968451,0,M,1,1,Construction,,"6350, 3730"
2781030p,32.0,6200,Construction,6200.0,Construction,6.2608318,0,M,1,1,Construction,,6200
706180p,25.0,6200,Construction,220.0,Construction,8.1572628,0,M,1,1,Construction,,"6200, 220"
6614,20.666666,6260,Construction,,Not Employed,,0,M,0,0,Construction,,"6260, 4250, 'Unemployed', 6510, 'Unemployed'"
6590037p,25.0,6440,Construction,4050.0,Personal Service,-3.7974415,0,M,1,1,Construction,,"6440, 'Unemployed', 6440, 'Unemployed', 4050"
1695203p,18.0,6200,Construction,6260.0,Construction,2.9308672,0,M,1,1,Construction,,"6200, 6260"
3571,20.916666,6440,Construction,6440.0,Construction,-2.5231323,0,M,0,0,Construction,,"6440, 'Unemployed', 6440, 6230, 'Unemployed', 6230, 6440"
6165035p,26.0,6350,Construction,6350.0,Construction,0.24026108,0,M,2,2,Construction,,6350
1037179p,25.0,6440,Construction,6440.0,Construction,0.17653847,0,M,1,1,Construction,,6440
7624,21.916666,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed', 6260, 4220, 'Unemployed'"
7914,19.333334,6230,Construction,,Not Employed,,0,M,0,1,Construction,,"6230, 'Unemployed'"
1571034p,32.0,6200,Construction,6350.0,Construction,-2.7000809,0,M,0,0,Construction,,"6200, 6350"
53038p,21.0,6350,Construction,,Not Employed,,0,M,0,0,Construction,,"6350, 'Unemployed'"
6530,18.083334,6510,Construction,4110.0,Personal Service,20.402649,0,M,0,1,Construction,,"6510, 'Student', 'Unemployed', 'Student', 9630, 3650, 4110"
6028180p,22.0,6420,Construction,,Not Employed,,0,M,0,0,Construction,,"6420, 2750, 'Unemployed'"
3480170p,31.0,6200,Construction,6260.0,Construction,-1.7057381,0,M,0,0,Construction,,"6200, 'Unemployed', 6260"
2032034p,26.0,6350,Construction,6350.0,Construction,-0.70927048,0,M,1,1,Construction,,6350
3282171p,27.0,6200,Construction,6230.0,Construction,-0.5661335,0,M,0,0,Construction,,"6200, 6230"
4258,23.583334,6240,Construction,2040.0,Educ/Legal/Social Services,-4.6244545,0,M,1,1,Construction,,"6240, 2040"
1168033p,23.0,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed'"
412174p,26.0,6420,Construction,8810.0,Production,1.5871067,0,F,1,1,Construction,,"6420, 8810"
626038p,27.0,6230,Construction,6200.0,Construction,3.2030945,0,M,0,0,Construction,,"6230, 6200"
2276177p,22.0,6230,Construction,6230.0,Construction,-0.99046993,0,M,1,1,Construction,,6230
5965189p,28.0,6330,Construction,6200.0,Construction,-3.6789951,0,M,1,1,Construction,,"6330, 6200"
1269176p,26.0,6200,Construction,6200.0,Construction,15.05698,0,M,1,3,Construction,,"6200, 220, 6200"
6210032p,25.0,6230,Construction,6230.0,Construction,18.508184,0,F,1,1,Construction,,"6230, 'Unemployed', 6230"
607189p,24.0,6350,Construction,,Not Employed,,0,F,2,1,Construction,,"6350, 'Unemployed'"
2108030p,29.0,6260,Construction,6260.0,Construction,-1.0108681,0,M,1,1,Construction,,6260
910030p,30.0,6200,Construction,6200.0,Construction,3.9567947,0,M,3,3,Construction,,6200
2781176p,29.0,6200,Construction,,Not Employed,,0,F,1,1,Construction,,"6200, 'Unemployed', 6200, 'Unemployed', 6200, 'Unemployed'"
796184p,34.0,6200,Construction,6200.0,Construction,2.2519417,0,M,1,1,Construction,,6200
1786211p,22.0,6200,Construction,9130.0,Transportation,-0.68873787,0,M,1,1,Construction,,"6200, 'Unemployed', 6200, 'Unemployed', 9130"
941193p,30.0,6200,Construction,6200.0,Construction,19.589531,0,M,2,2,Construction,,6200
5869,19.25,6260,Construction,6260.0,Construction,7.0209627,0,M,0,0,Construction,,"6260, 6520, 6260"
3158,19.083334,6220,Construction,6220.0,Construction,-1.7842712,0,M,0,0,Construction,,"6220, 'Unemployed', 6220, 'Unemployed', 6220, 'Unemployed', 6220"
3402173p,32.0,6260,Construction,6260.0,Construction,-3.9441986,0,M,1,1,Construction,,6260
2427172p,27.0,6200,Construction,6200.0,Construction,6.1016674,0,M,3,3,Construction,,6200
2618032p,22.0,6320,Construction,6320.0,Construction,3.5683575,0,M,1,1,Construction,,6320
7847,24.583334,6420,Construction,9620.0,Transportation,-0.97142124,0,M,0,0,Construction,,"6420, 'Unemployed', 6420, 'Unemployed', 4250, 6420, 'Unemployed', 9620"
2564,21.25,6200,Construction,6230.0,Construction,-27.999531,0,M,1,1,Construction,,"6200, 'Student', 6230, 1360, 6230"
16175p,22.0,6260,Construction,6320.0,Construction,3.5803928,0,F,1,1,Construction,,"6260, 6320"
6839179p,20.0,6330,Construction,6230.0,Construction,-1.8141174,0,M,1,1,Construction,,"6330, 6230"
1068,21.833334,6200,Construction,6230.0,Construction,1.7775059,0,M,0,0,Construction,,"6200, 6230"
564030p,34.0,6200,Construction,6440.0,Construction,-1.9484825,0,M,1,1,Construction,,"6200, 6440"
5211,23.666666,6510,Construction,6260.0,Construction,-6.9895468,0,M,1,1,Construction,,"6510, 'Unemployed', 6260"
2205030p,24.0,6330,Construction,6260.0,Construction,1.6037235,0,F,1,1,Construction,,"6330, 8740, 6260"
3772,21.666666,6220,Construction,6220.0,Construction,8.0500851,0,M,1,1,Construction,,6220
2801180p,21.0,6260,Construction,4110.0,Personal Service,-6.1852293,0,M,1,1,Construction,,"6260, 4110"
1407180p,28.0,6260,Construction,6260.0,Construction,-1.7903404,0,M,1,1,Construction,,"6260, 'Unemployed', 6260, 'Unemployed', 6260"
1762038p,30.0,6260,Construction,6260.0,Construction,0.83943176,0,M,1,1,Construction,,"6260, 6220, 'Unemployed', 6260"
1345034p,26.0,6260,Construction,6260.0,Construction,13.041403,0,F,1,1,Construction,,6260
6466,18.166666,6230,Construction,6250.0,Construction,6.0360031,0,M,0,0,Construction,,"6230, 'Unemployed', 6250, 'Unemployed', 6250"
4642,21.0,6230,Construction,6230.0,Construction,4.2124157,0,M,1,1,Construction,,6230
2312031p,28.0,6350,Construction,1550.0,Engineer/Sci/Arch,4.5477104,0,M,3,3,Construction,,"6350, 1550"
8110,22.583334,6230,Construction,210.0,All other,0.99531746,0,M,0,0,Construction,,"6230, 210"
673178p,26.0,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed'"
321,25.5,6210,Construction,6440.0,Construction,-1.9860153,0,M,1,1,Construction,,"6210, 6600, 6440"
6992,18.25,6260,Construction,6260.0,Construction,-1.0799513,0,M,0,0,Construction,,6260
2852211p,29.0,6200,Construction,6200.0,Construction,-2.4331703,0,M,1,1,Construction,,6200
1695197p,24.0,6350,Construction,6350.0,Construction,0.80380249,0,M,2,2,Construction,,6350
6238,24.25,6200,Construction,220.0,Construction,1.3082771,0,M,1,1,Construction,,"6200, 220"
4503,21.0,6440,Construction,6440.0,Construction,-1.7435722,0,M,0,0,Construction,,"6440, 'Unemployed', 6440"
1399035p,22.0,6240,Construction,6350.0,Construction,1.9051876,0,M,1,1,Construction,,"6240, 6350"
1088180p,29.0,6420,Construction,6420.0,Construction,0.69146538,0,M,1,1,Construction,,6420
100030p,29.0,6350,Construction,6350.0,Construction,6.2341728,0,M,1,1,Construction,,6350
769185p,24.0,6350,Construction,6350.0,Construction,7.4502316,0,M,2,2,Construction,,6350
326030p,28.0,6420,Construction,6420.0,Construction,3.4252014,0,M,1,1,Construction,,6420
105192p,32.0,6400,Construction,6400.0,Construction,0.15420151,0,M,1,1,Construction,,6400
301037p,26.0,6260,Construction,6260.0,Construction,2.381381,0,M,0,0,Construction,,6260
8464,27.583334,6420,Construction,6420.0,Construction,0.54842663,0,M,1,1,Construction,,6420
2277033p,20.0,6350,Construction,6350.0,Construction,-1.1586256,0,M,1,1,Construction,,6350
4920,21.333334,6260,Construction,6260.0,Construction,1.3682337,0,M,1,1,Construction,,6260
999174p,21.0,6230,Construction,6130.0,All other,-3.1707497,0,M,2,2,Construction,,"6230, 6130"
5136189p,29.0,6710,Construction,6710.0,Construction,-3.0420399,0,M,0,0,Construction,,6710
6115189p,33.0,6360,Construction,6360.0,Construction,-1.708065,0,F,1,1,Construction,,6360
1807179p,30.0,6440,Construction,6440.0,Construction,4.3933105,0,M,1,1,Construction,,6440
4329,34.166668,6260,Construction,6260.0,Construction,-1.7104664,0,M,0,0,Construction,,6260
8485,25.5,6530,Construction,6600.0,Construction,-3.2026339,0,M,0,0,Construction,,"6530, 6600"
6151,21.166666,6260,Construction,6320.0,Construction,2.8299236,0,M,1,1,Construction,,"6260, 4250, 4220, 6320"
2064,18.083334,6510,Construction,6510.0,Construction,10.415279,0,M,1,1,Construction,,"6510, 'Student', 2830, 6510"
771174p,27.0,6320,Construction,7550.0,Maintenance/Repair,3.4761267,0,M,0,0,Construction,,"6320, 7550"
7001,21.583334,6700,Construction,6700.0,Construction,5.2209091,0,M,0,0,Construction,,6700
695,22.083334,6260,Construction,6260.0,Construction,-0.39685822,0,M,0,1,Construction,,6260
1399033p,25.0,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed'"
1037,24.166666,6440,Construction,,Not Employed,,0,M,0,0,Construction,,"6440, 'Unemployed', 4250, 'Unemployed'"
7485,22.083334,6230,Construction,6440.0,Construction,39.119179,0,M,0,0,Construction,,"6230, 6440"
521,22.666666,6510,Construction,6510.0,Construction,5.5964546,0,M,0,0,Construction,,"6510, 'Unemployed', 6510"
5539038p,25.0,6200,Construction,6200.0,Construction,-0.53903627,0,M,1,1,Construction,,6200
1798195p,28.0,6200,Construction,6230.0,Construction,-10.610561,0,M,3,3,Construction,,"6200, 6230"
2679182p,34.0,6230,Construction,,Not Employed,,0,M,1,1,Construction,,"6230, 'Unemployed', 6200, 'Unemployed'"
941192p,33.0,6220,Construction,6220.0,Construction,8.8270378,0,M,0,0,Construction,,6220
2034183p,21.0,6440,Construction,6440.0,Construction,5.8892279,0,M,0,0,Construction,,6440
1097171p,29.0,6520,Construction,,Not Employed,,0,M,1,1,Construction,,"6520, 'Unemployed', 6230, 'Unemployed'"
1787034p,24.0,6200,Construction,6320.0,Construction,-0.55361938,0,M,1,1,Construction,,"6200, 6320"
941185p,34.0,6260,Construction,,Not Employed,,0,M,0,0,Construction,,"6260, 'Unemployed', 9000, 'Unemployed'"
6798037p,28.0,6230,Construction,,Not Employed,,0,M,1,1,Construction,,"6230, 'Unemployed', 6260, 'Unemployed'"
6261,19.416666,6220,Construction,9130.0,Transportation,-0.79591084,0,M,1,1,Construction,,"6220, 'Student', 6220, 'Student', 9130, 'Student', 9130"
95,21.5,6230,Construction,6230.0,Construction,-1.5227051,0,M,0,0,Construction,,6230
958031p,24.0,6510,Construction,6510.0,Construction,9.0516052,0,M,1,1,Construction,,6510
934180p,28.0,6200,Construction,6200.0,Construction,8.070612,0,M,1,1,Construction,,6200
2545172p,34.0,6200,Construction,20.0,Mgmt/Biz/Financial,-5.0372086,1,M,1,1,Construction,,"6200, 20"
5568,18.083334,6420,Construction,6420.0,Construction,-7.2121029,0,M,0,1,Construction,,6420
1125175p,21.0,6350,Construction,6350.0,Construction,4.6725521,0,M,1,1,Construction,,6350
1551035p,23.0,6260,Construction,6230.0,Construction,8.5480576,0,M,1,1,Construction,,"6260, 6230"
3378,19.416666,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Student', 4110, 'Student'"
796032p,26.0,6510,Construction,,Not Employed,,0,M,1,1,Construction,,"6510, 'Unemployed'"
1164179p,23.0,6440,Construction,6440.0,Construction,-3.3463421,0,M,1,1,Construction,,6440
3148004p,33.0,6260,Construction,6260.0,Construction,11.519251,0,M,0,0,Construction,,6260
2616,18.666666,6420,Construction,4430.0,Personal Service,0.89467049,0,M,0,1,Construction,,"6420, 'Student', 4250, 'Student', 4430"
1654031p,25.0,6350,Construction,6350.0,Construction,1.78866,0,M,1,1,Construction,,6350
4567,22.333334,6230,Construction,6250.0,Construction,-10.198048,0,M,0,0,Construction,,"6230, 'Unemployed', 6250"
301038p,24.0,6510,Construction,6200.0,Construction,1.3475742,0,M,1,1,Construction,,"6510, 6200"
5987033p,31.0,6230,Construction,6230.0,Construction,4.4924221,0,M,1,1,Construction,,"6230, 'Unemployed', 6230, 'Unemployed', 6230, 'Unemployed', 6230"
496187p,34.0,6200,Construction,,Not Employed,,0,F,1,1,Construction,,"6200, 'Unemployed'"
1850178p,25.0,6200,Construction,6400.0,Construction,1.5405769,0,M,1,1,Construction,,"6200, 6400"
1839032p,29.0,6260,Construction,6200.0,Construction,1.9134045,0,M,1,1,Construction,,"6260, 6200"
5642031p,31.0,6260,Construction,6260.0,Construction,1.552021,0,M,1,1,Construction,,6260
2590037p,23.0,6220,Construction,6220.0,Construction,-0.94023705,0,M,1,1,Construction,,6220
3547,29.75,6220,Construction,9620.0,Transportation,8.347682,0,M,1,1,Construction,,"6220, 9620"
2801034p,25.0,6230,Construction,6260.0,Construction,6.8439922,0,M,1,1,Construction,,"6230, 6260"
46174p,22.0,6230,Construction,6230.0,Construction,4.4945679,0,F,0,0,Construction,,6230
3147170p,32.0,6230,Construction,6260.0,Construction,2.8482666,0,M,1,0,Construction,,"6230, 6330, 6260"
8795,19.75,6230,Construction,,Not Employed,,0,M,0,1,Construction,,"6230, 'Student', 'Unemployed'"
2822030p,32.0,6350,Construction,6350.0,Construction,2.4464378,0,M,1,1,Construction,,"6350, 'Unemployed', 6350, 'Unemployed', 6350"
1034,28.666666,6260,Construction,9990.0,All other,-2.2602272,0,M,1,1,Construction,,"6260, 'Unemployed', 9990"
8585,19.916666,6330,Construction,6230.0,Construction,-3.1692114,0,M,0,0,Construction,,"6330, 'Unemployed', 6260, 6240, 6230"
445177p,29.0,6350,Construction,510.0,Mgmt/Biz/Financial,2.6777325,0,M,1,1,Construction,,"6350, 2900, 'Unemployed', 2900, 'Unemployed', 510"
4906,18.833334,6350,Construction,6350.0,Construction,12.047832,0,M,1,1,Construction,,"6350, 'Unemployed', 6350"
1335049p,25.0,6260,Construction,8610.0,Production,-2.2733793,0,M,2,2,Construction,,"6260, 8610"
5995,19.25,6200,Construction,,Not Employed,,0,M,0,0,Construction,,"6200, 'Unemployed', 4220, 'Unemployed'"
2897030p,33.0,6260,Construction,9130.0,Transportation,5.0181971,0,M,0,0,Construction,,"6260, 9130"
3523,19.666666,6350,Construction,6350.0,Construction,2.8186321,0,M,1,1,Construction,,"6350, 'Unemployed', 6350"
3222,25.25,6200,Construction,6200.0,Construction,-0.61305618,0,M,1,1,Construction,,"6200, 6230, 6200"
3839,23.5,6200,Construction,6200.0,Construction,-3.2990112,0,M,0,0,Construction,,6200
2485031p,30.0,6200,Construction,6460.0,Construction,-5.2654171,0,M,0,0,Construction,,"6200, 6460"
3193177p,27.0,6220,Construction,6200.0,Construction,6.5468941,0,F,1,1,Construction,,"6220, 6200"
3466,21.666666,6260,Construction,4020.0,Personal Service,2.7940474,0,M,0,0,Construction,,"6260, 'Unemployed', 4020, 'Unemployed', 4020"
308189p,26.0,6440,Construction,6440.0,Construction,3.8238449,0,M,1,1,Construction,,6440
2782174p,22.0,6260,Construction,1310.0,Engineer/Sci/Arch,0.64211655,0,M,1,0,Construction,,"6260, 1310"
894171p,32.0,6230,Construction,6230.0,Construction,12.721569,0,M,1,1,Construction,,"6230, 'Unemployed', 6230"
1763034p,32.0,6420,Construction,6220.0,Construction,19.381538,0,M,1,1,Construction,,"6420, 'Unemployed', 6420, 6230, 6220"
2054,19.833334,6660,Construction,6260.0,Construction,-14.679296,0,M,0,1,Construction,,"6660, 'Unemployed', 4030, 6260"
2628,20.75,6230,Construction,6050.0,All other,-5.4951668,0,M,1,1,Construction,,"6230, 6050, 6230, 'Student', 6050, 6230, 6050"
773177p,30.0,6300,Construction,6300.0,Construction,1.6423969,0,M,1,1,Construction,,6300
40174p,32.0,6260,Construction,,Not Employed,,0,F,1,1,Construction,,"6260, 'Unemployed'"
1637,21.083334,6510,Construction,,Not Employed,,0,M,0,1,Construction,,"6510, 6230, 'Unemployed'"
5635,21.583334,6420,Construction,6420.0,Construction,4.553894,0,M,1,1,Construction,,"6420, 4250, 'Unemployed', 6260, 6420, 6260, 6420"
452033p,26.0,6260,Construction,6260.0,Construction,-1.3801794,0,M,0,0,Construction,,6260
1303030p,30.0,6260,Construction,6230.0,Construction,-0.78107452,0,M,1,1,Construction,,"6260, 6230"
2240034p,22.0,6440,Construction,,Not Employed,,0,M,1,1,Construction,,"6440, 6260, 'Unemployed'"
1260040p,30.0,6710,Construction,9130.0,Transportation,6.36026,0,M,0,0,Construction,,"6710, 'Unemployed', 6710, 'Unemployed', 9130"
1668,21.166666,6440,Construction,4020.0,Personal Service,-0.68369198,0,M,0,0,Construction,,"6440, 'Unemployed', 4020"
946180p,26.0,6240,Construction,,Not Employed,,0,M,1,1,Construction,,"6240, 'Unemployed'"
2699178p,31.0,6660,Construction,600.0,Mgmt/Biz/Financial,5.3318977,0,M,1,1,Construction,,"6660, 600"
5623042p,25.0,6260,Construction,,Not Employed,,0,M,0,0,Construction,,"6260, 'Unemployed'"
2354175p,34.0,6200,Construction,6230.0,Construction,-3.0849819,0,M,1,1,Construction,,"6200, 6230"
297190p,26.0,6260,Construction,6250.0,Construction,0.85113525,0,M,0,0,Construction,,"6260, 6250"
6801037p,24.0,6520,Construction,6520.0,Construction,1.1388445,0,M,1,1,Construction,,6520
8347,20.75,6230,Construction,,Not Employed,,0,M,1,1,Construction,,"6230, 'Unemployed'"
5012038p,24.0,6510,Construction,,Not Employed,,0,M,0,0,Construction,,"6510, 9600, 'Unemployed'"
1142,30.083334,6260,Construction,,Not Employed,,0,M,0,0,Construction,,"6260, 'Unemployed'"
1425171p,26.0,6420,Construction,,Not Employed,,0,F,1,0,Construction,,"6420, 4050, 'Unemployed'"
4204p,32.0,6200,Construction,,Not Employed,,0,M,1,1,Construction,,"6200, 'Unemployed'"
8852,21.833334,6260,Construction,6230.0,Construction,1.743619,0,M,0,1,Construction,,"6260, 6230"
6485032p,34.0,6440,Construction,6440.0,Construction,-4.5006618,0,M,1,1,Construction,,"6440, 'Unemployed', 6440, 'Unemployed', 6440"
2436179p,26.0,6320,Construction,9130.0,Transportation,4.130847,0,M,0,0,Construction,,"6320, 9130"
6602181p,23.0,6200,Construction,6200.0,Construction,1.2915106,0,M,0,0,Construction,,"6200, 6260, 6200"
988173p,31.0,6360,Construction,6360.0,Construction,-2.0723057,0,M,1,1,Construction,,6360
1425030p,32.0,6420,Construction,,Not Employed,,0,M,0,0,Construction,,"6420, 'Unemployed', 6200, 'Unemployed'"
2391032p,29.0,6200,Construction,6200.0,Construction,0.77820778,0,M,1,1,Construction,,6200
709191p,33.0,6200,Construction,6200.0,Construction,1.4088535,0,M,3,3,Construction,,6200
961035p,21.0,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed', 6260, 'Unemployed'"
1219,24.25,6420,Construction,4250.0,Personal Service,1.4402704,0,M,0,0,Construction,,"6420, 'Unemployed', 6420, 4250"
3095176p,32.0,6220,Construction,6220.0,Construction,1.3109665,0,M,1,1,Construction,,6220
5327,19.75,6320,Construction,6320.0,Construction,-1.6906204,0,M,0,1,Construction,,6320
3485,20.166666,6350,Construction,6350.0,Construction,-13.742538,0,M,0,1,Construction,,6350
5922173p,22.0,6260,Construction,,Not Employed,,0,M,1,1,Construction,,"6260, 'Unemployed', 6260, 'Unemployed'"
1919182p,24.0,6230,Construction,6230.0,Construction,11.215033,0,M,1,1,Construction,,6230
1895,20.333334,6230,Construction,6230.0,Construction,0.65396118,0,M,1,1,Construction,,6230
885032p,22.0,6230,Construction,,Not Employed,,0,M,2,2,Construction,,"6230, 'Unemployed', 6230, 'Unemployed'"
3047001p,32.0,6260,Construction,6260.0,Construction,-0.58849144,0,M,0,0,Construction,,6260
5139,19.75,6520,Construction,,Not Employed,,0,M,1,1,Construction,,"6520, 'Unemployed'"
1798190p,31.0,6230,Construction,6230.0,Construction,-1.5642128,0,M,1,1,Construction,,6230
